"id","car_model_id","name","year_begin","year_end","created_at","updated_at"
"511","507","Dodge Ramcharger I","1974","1980",NULL,NULL
"512","511","Dodge Stratus II","2001","2006",NULL,NULL
"513","511","Dodge Stratus I","1995","2001",NULL,NULL
"514","512","Dodge Viper V","2012",NULL,NULL,NULL
"515","512","Dodge Viper IV","2008","2010",NULL,NULL
"516","512","Dodge Viper III","2003","2006",NULL,NULL
"517","512","Dodge Viper II","1996","2002",NULL,NULL
"518","512","Dodge Viper I","1992","1996",NULL,NULL
"523","534","FAW Jetta II","2010",NULL,NULL,NULL
"524","534","FAW Jetta I","1991","2010",NULL,NULL
"531","546","Ferrari 456 II (456M)","1998","2003",NULL,NULL
"532","546","Ferrari 456 I (456)","1992","1997",NULL,NULL
"546","574","Fiat 500 II","2007",NULL,NULL,NULL
"547","574","Fiat 500 I","1957","1976",NULL,NULL
"548","582","Fiat Bravo II","2006","2013",NULL,NULL
"549","582","Fiat Bravo I","1995","2001",NULL,NULL
"550","585","Fiat Croma II","2005","2011",NULL,NULL
"551","585","Fiat Croma I","1985","1996",NULL,NULL
"552","586","Fiat Doblo II","2010",NULL,NULL,NULL
"553","586","Fiat Doblo I Рестайлинг","2005",NULL,NULL,NULL
"554","586","Fiat Doblo I","2000","2005",NULL,NULL
"556","588","Fiat Fiorino III","2007",NULL,NULL,NULL
"557","588","Fiat Fiorino II","1987","2000",NULL,NULL
"558","588","Fiat Fiorino I","1977","1990",NULL,NULL
"560","593","Fiat Multipla I Рестайлинг","2004","2010",NULL,NULL
"561","593","Fiat Multipla I","1998","2005",NULL,NULL
"563","595","Fiat Panda III","2011",NULL,NULL,NULL
"564","595","Fiat Panda II","2003","2012",NULL,NULL
"565","595","Fiat Panda I","1981","2003",NULL,NULL
"566","596","Fiat Punto III Punto","2012",NULL,NULL,NULL
"567","596","Fiat Punto III Punto Evo","2009","2012",NULL,NULL
"568","596","Fiat Punto III Grande Punto","2005","2009",NULL,NULL
"569","596","Fiat Punto II Рестайлинг","2003","2010",NULL,NULL
"570","596","Fiat Punto II","1999","2003",NULL,NULL
"571","596","Fiat Punto I","1993","1999",NULL,NULL
"573","599","Fiat Ritmo II","1982","1988",NULL,NULL
"574","599","Fiat Ritmo I","1978","1989",NULL,NULL
"578","607","Fiat Ulysse II","2002","2010",NULL,NULL
"579","607","Fiat Ulysse I","1994","2002",NULL,NULL
"580","608","Fiat UNO II","1995","2002",NULL,NULL
"581","608","Fiat UNO I","1983","1995",NULL,NULL
"582","614","Ford Bronco V","1992","1998",NULL,NULL
"583","614","Ford Bronco IV","1987","1991",NULL,NULL
"584","614","Ford Bronco III","1980","1986",NULL,NULL
"585","614","Ford Bronco II","1978","1979",NULL,NULL
"586","614","Ford Bronco I","1966","1977",NULL,NULL
"587","615","Ford C-MAX II","2010",NULL,NULL,NULL
"588","615","Ford C-MAX I Рестайлинг","2007","2010",NULL,NULL
"589","615","Ford C-MAX I","2003","2007",NULL,NULL
"590","616","Ford Capri III","1978","1987",NULL,NULL
"591","616","Ford Capri II","1974","1977",NULL,NULL
"593","620","Ford Crown Victoria II","1999","2011",NULL,NULL
"594","620","Ford Crown Victoria I","1992","1997",NULL,NULL
"595","624","Ford Escape III","2012",NULL,NULL,NULL
"596","624","Ford Escape II","2007","2012",NULL,NULL
"597","624","Ford Escape I","2000","2012",NULL,NULL
"598","625","Ford Escort (North America) III","1998","2003",NULL,NULL
"599","625","Ford Escort (North America) II","1991","1996",NULL,NULL
"600","626","Ford Escort V Рестайлинг 2","1995","2000",NULL,NULL
"601","626","Ford Escort V Рестайлинг 1","1991","1996",NULL,NULL
"602","626","Ford Escort V","1990","1992",NULL,NULL
"603","626","Ford Escort IV","1985","1990",NULL,NULL
"604","626","Ford Escort III","1980","1985",NULL,NULL
"605","626","Ford Escort II","1973","1981",NULL,NULL
"606","626","Ford Escort I","1968","1976",NULL,NULL
"607","627","Ford Everest II","2006","2009",NULL,NULL
"608","627","Ford Everest I","2003","2006",NULL,NULL
"609","629","Ford Expedition III","2006","2014",NULL,NULL
"610","629","Ford Expedition II","2003","2006",NULL,NULL
"611","629","Ford Expedition I","1996","2003",NULL,NULL
"612","630","Ford Explorer V","2010",NULL,NULL,NULL
"613","630","Ford Explorer IV","2003","2010",NULL,NULL
"614","630","Ford Explorer III","2002","2006",NULL,NULL
"615","630","Ford Explorer II","1995","2003",NULL,NULL
"616","630","Ford Explorer I","1991","1994",NULL,NULL
"617","631","Ford F-150 XII","2009",NULL,NULL,NULL
"618","631","Ford F-150 XI","2005","2008",NULL,NULL
"619","631","Ford F-150 X","1997","2004",NULL,NULL
"620","631","Ford F-150 VIII","1987","1991",NULL,NULL
"621","633","Ford Festiva III","1996","2002",NULL,NULL
"622","633","Ford Festiva II","1994","1997",NULL,NULL
"623","633","Ford Festiva I","1986","1993",NULL,NULL
"624","634","Ford Fiesta VI Рестайлинг","2013",NULL,NULL,NULL
"625","634","Ford Fiesta VI","2008","2013",NULL,NULL
"626","634","Ford Fiesta V","2001","2009",NULL,NULL
"627","634","Ford Fiesta IV","1996","2001",NULL,NULL
"628","634","Ford Fiesta III","1989","1995",NULL,NULL
"629","634","Ford Fiesta II","1983","1989",NULL,NULL
"630","634","Ford Fiesta I","1976","1983",NULL,NULL
"631","636","Ford Flex I Рестайлинг","2013",NULL,NULL,NULL
"632","636","Ford Flex I","2008","2013",NULL,NULL
"633","637","Ford Focus III","2011",NULL,NULL,NULL
"634","637","Ford Focus II Рестайлинг","2008","2011",NULL,NULL
"635","637","Ford Focus II (North America)","2007","2011",NULL,NULL
"636","637","Ford Focus I Рестайлинг (North America)","2005","2007",NULL,NULL
"637","637","Ford Focus II","2005","2008",NULL,NULL
"638","637","Ford Focus I Рестайлинг","2001","2005",NULL,NULL
"639","637","Ford Focus I (North America)","1999","2005",NULL,NULL
"640","637","Ford Focus I","1998","2001",NULL,NULL
"641","640","Ford Fusion (North America) II","2012",NULL,NULL,NULL
"642","640","Ford Fusion (North America) I","2005","2012",NULL,NULL
"643","642","Ford Galaxy II Рестайлинг","2010",NULL,NULL,NULL
"644","642","Ford Galaxy II","2006","2010",NULL,NULL
"645","642","Ford Galaxy I Рестайлинг","2000","2006",NULL,NULL
"646","642","Ford Galaxy I","1995","2000",NULL,NULL
"647","643","Ford Granada (North America) II","1980","1982",NULL,NULL
"648","643","Ford Granada (North America) I","1975","1980",NULL,NULL
"649","644","Ford Granada II","1977","1985",NULL,NULL
"650","644","Ford Granada I","1972","1977",NULL,NULL
"651","647","Ford KA II","2009",NULL,NULL,NULL
"652","647","Ford KA I","1996","2008",NULL,NULL
"653","648","Ford Kuga II","2012",NULL,NULL,NULL
"654","648","Ford Kuga I","2008","2012",NULL,NULL
"655","651","Ford Maverick II","2000","2007",NULL,NULL
"656","651","Ford Maverick I","1993","1998",NULL,NULL
"657","652","Ford Mondeo V","2014",NULL,NULL,NULL
"658","652","Ford Mondeo IV","2006","2014",NULL,NULL
"659","652","Ford Mondeo III","2000","2007",NULL,NULL
"660","652","Ford Mondeo II","1994","2001",NULL,NULL
"661","652","Ford Mondeo I","1993","1996",NULL,NULL
"662","653","Ford Mustang VI","2014",NULL,NULL,NULL
"663","653","Ford Mustang V","2004","2014",NULL,NULL
"664","653","Ford Mustang IV","1993","2005",NULL,NULL
"665","653","Ford Mustang III","1978","1993",NULL,NULL
"666","653","Ford Mustang I","1964","1974",NULL,NULL
"667","654","Ford Orion III","1990","1993",NULL,NULL
"668","654","Ford Orion II","1985","1990",NULL,NULL
"669","654","Ford Orion I","1983","1986",NULL,NULL
"670","655","Ford Probe II","1993","1998",NULL,NULL
"671","655","Ford Probe I","1988","1993",NULL,NULL
"672","657","Ford Ranger (North America) III","1998","2011",NULL,NULL
"673","657","Ford Ranger (North America) II","1993","1997",NULL,NULL
"674","658","Ford Ranger III","2011",NULL,NULL,NULL
"675","658","Ford Ranger II Рестайлинг","2009","2012",NULL,NULL
"676","658","Ford Ranger II","2006","2009",NULL,NULL
"677","658","Ford Ranger I","1998","2006",NULL,NULL
"678","659","Ford S-MAX I Рестайлинг","2010",NULL,NULL,NULL
"679","659","Ford S-MAX I","2006","2010",NULL,NULL
"680","660","Ford Scorpio II","1994","1998",NULL,NULL
"681","660","Ford Scorpio I","1985","1994",NULL,NULL
"682","661","Ford Sierra I Рестайлинг","1987","1993",NULL,NULL
"683","661","Ford Sierra I","1982","1989",NULL,NULL
"684","662","Ford Sport Trac II","2006","2010",NULL,NULL
"685","662","Ford Sport Trac I","2001","2005",NULL,NULL
"686","663","Ford Taunus III","1979","1982",NULL,NULL
"687","663","Ford Taunus II","1975","1979",NULL,NULL
"688","663","Ford Taunus I","1970","1976",NULL,NULL
"689","664","Ford Taurus VI","2009",NULL,NULL,NULL
"690","664","Ford Taurus V","2008","2009",NULL,NULL
"691","664","Ford Taurus IV","2000","2007",NULL,NULL
"692","664","Ford Taurus III","1996","1999",NULL,NULL
"693","664","Ford Taurus II","1992","1995",NULL,NULL
"694","664","Ford Taurus I","1986","1991",NULL,NULL
"696","667","Ford Thunderbird XI (Retro Birds)","2000","2006",NULL,NULL
"697","667","Ford Thunderbird X (Super Birds)","1988","1997",NULL,NULL
"698","667","Ford Thunderbird IX (Aero Birds)","1983","1988",NULL,NULL
"700","676","FSO Polonez II (Caro)","1992","2002",NULL,NULL
"701","676","FSO Polonez I Рестайлинг","1987","1992",NULL,NULL
"702","676","FSO Polonez I","1977","1991",NULL,NULL
"704","688","Geely MK I Рестайлинг","2013",NULL,NULL,NULL
"705","688","Geely MK I","2008","2013",NULL,NULL
"708","691","Geo Prizm III","1997","2002",NULL,NULL
"709","691","Geo Prizm II","1993","1997",NULL,NULL
"712","697","GMC Envoy II(GMT840)","2001","2009",NULL,NULL
"713","697","GMC Envoy I(GMT330)","1997","2001",NULL,NULL
"715","699","GMC Safari II","1995","2005",NULL,NULL
"716","699","GMC Safari I","1985","1994",NULL,NULL
"717","700","GMC Savana II","2003",NULL,NULL,NULL
"718","700","GMC Savana I","1996","2002",NULL,NULL
"719","701","GMC Sierra III(GMT900)","2007","2014",NULL,NULL
"720","701","GMC Sierra II(GMT800)","1999","2007",NULL,NULL
"721","701","GMC Sierra I(GMT400)","1988","2000",NULL,NULL
"722","702","GMC Sonoma II(GMT400)","1994","2004",NULL,NULL
"723","708","GMC Yukon IV (GMT K2UG)","2014",NULL,NULL,NULL
"724","708","GMC Yukon III (GMT900)","2006",NULL,NULL,NULL
"725","708","GMC Yukon II (GMT800)","2000","2006",NULL,NULL
"726","708","GMC Yukon I (GMT400)","1991","2000",NULL,NULL
"728","714","Great Wall Hover II (H6)","2012",NULL,NULL,NULL
"729","714","Great Wall Hover I Рестайлинг (H3)","2010",NULL,NULL,NULL
"730","714","Great Wall Hover I Рестайлинг 2 (H5)","2010",NULL,NULL,NULL
"731","714","Great Wall Hover I","2005","2010",NULL,NULL
"732","725","Great Wall Wingle II (Wingle 5)","2011",NULL,NULL,NULL
"733","725","Great Wall Wingle I (Wingle 3)","2005",NULL,NULL,NULL
"737","738","Holden Barina IV (XC)","2001","2005",NULL,NULL
"738","738","Holden Barina III (SB)","1997","2000",NULL,NULL
"739","739","Holden Calais III","1997","2006",NULL,NULL
"740","739","Holden Calais II","1988","1997",NULL,NULL
"741","740","Holden Caprice II","1998","2006",NULL,NULL
"742","740","Holden Caprice I","1990","1999",NULL,NULL
"743","742","Holden Commodore III (VT)","1997","2002",NULL,NULL
"744","742","Holden Commodore II (VS)","1990","1997",NULL,NULL
"745","748","Holden Statesmann II","1999","2006",NULL,NULL
"746","748","Holden Statesmann I","1990","1998",NULL,NULL
"747","750","Holden UTE IV","2006",NULL,NULL,NULL
"748","750","Holden UTE III","2000","2006",NULL,NULL
"750","753","Honda Accord IX","2012",NULL,NULL,NULL
"751","753","Honda Accord VIII","2007","2012",NULL,NULL
"752","753","Honda Accord VII","2002","2008",NULL,NULL
"753","753","Honda Accord VI","1997","2002",NULL,NULL
"754","753","Honda Accord V","1993","1998",NULL,NULL
"755","753","Honda Accord IV","1990","1993",NULL,NULL
"756","753","Honda Accord III","1985","1989",NULL,NULL
"757","753","Honda Accord II","1981","1985",NULL,NULL
"758","753","Honda Accord I","1978","1981",NULL,NULL
"759","759","Honda City V","2008",NULL,NULL,NULL
"760","759","Honda City IV","2006","2008",NULL,NULL
"761","759","Honda City III","1996","2002",NULL,NULL
"762","759","Honda City II","1986","1994",NULL,NULL
"763","759","Honda City I","1981","1986",NULL,NULL
"764","760","Honda Civic Ferio III","2000","2005",NULL,NULL
"765","760","Honda Civic Ferio II","1995","2000",NULL,NULL
"766","760","Honda Civic Ferio I","1991","1995",NULL,NULL
"767","761","Honda Civic IX Рестайлинг","2013",NULL,NULL,NULL
"768","761","Honda Civic IX","2012",NULL,NULL,NULL
"769","761","Honda Civic VIII","2005","2011",NULL,NULL
"770","761","Honda Civic VII","2001","2006",NULL,NULL
"771","761","Honda Civic VI","1995","2002",NULL,NULL
"772","761","Honda Civic V","1991","1997",NULL,NULL
"773","761","Honda Civic IV","1987","1991",NULL,NULL
"774","761","Honda Civic III","1983","1987",NULL,NULL
"775","761","Honda Civic II","1979","1997",NULL,NULL
"776","761","Honda Civic I","1972","1979",NULL,NULL
"778","763","Honda CR-V IV","2012",NULL,NULL,NULL
"779","763","Honda CR-V III","2006","2012",NULL,NULL
"780","763","Honda CR-V II","2002","2006",NULL,NULL
"781","763","Honda CR-V I","1995","2002",NULL,NULL
"782","764","Honda CR-X III","1992","1997",NULL,NULL
"783","764","Honda CR-X II","1987","1992",NULL,NULL
"784","764","Honda CR-X I","1983","1987",NULL,NULL
"785","767","Honda Crosstour I Рестайлинг","2013",NULL,NULL,NULL
"786","767","Honda Crosstour I","2010","2013",NULL,NULL
"787","768","Honda Domani II","1997","2000",NULL,NULL
"788","768","Honda Domani I","1992","1996",NULL,NULL
"789","770","Honda Element I Рестайлинг","2008","2011",NULL,NULL
"790","770","Honda Element I","2003","2008",NULL,NULL
"791","774","Honda Fit II","2007","2014",NULL,NULL
"792","774","Honda Fit I","2001","2007",NULL,NULL
"794","778","Honda Insight II","2009",NULL,NULL,NULL
"795","778","Honda Insight I","1999","2006",NULL,NULL
"796","779","Honda Inspire V","2007","2012",NULL,NULL
"797","779","Honda Inspire IV","2003","2007",NULL,NULL
"798","779","Honda Inspire III","1998","2003",NULL,NULL
"799","779","Honda Inspire II","1995","1998",NULL,NULL
"800","779","Honda Inspire I","1989","1995",NULL,NULL
"801","780","Honda Integra IV","2001","2006",NULL,NULL
"802","780","Honda Integra III","1993","2001",NULL,NULL
"803","780","Honda Integra II","1989","1993",NULL,NULL
"804","780","Honda Integra I","1985","1989",NULL,NULL
"805","782","Honda Jazz II","2008",NULL,NULL,NULL
"806","782","Honda Jazz I","2001","2008",NULL,NULL
"807","783","Honda Legend IV","2004","2012",NULL,NULL
"808","783","Honda Legend III","1996","2004",NULL,NULL
"809","783","Honda Legend II","1991","1996",NULL,NULL
"810","783","Honda Legend I","1986","1990",NULL,NULL
"811","784","Honda Life V","2008",NULL,NULL,NULL
"812","784","Honda Life IV","2003","2008",NULL,NULL
"813","784","Honda Life III","1998","2003",NULL,NULL
"815","789","Honda Odyssey (North America) IV","2010",NULL,NULL,NULL
"816","789","Honda Odyssey (North America) III","2005","2010",NULL,NULL
"817","789","Honda Odyssey (North America) II","2002","2004",NULL,NULL
"818","789","Honda Odyssey (North America) I","1994","1999",NULL,NULL
"819","790","Honda Odyssey IV","2008",NULL,NULL,NULL
"820","790","Honda Odyssey III","2004","2008",NULL,NULL
"821","790","Honda Odyssey II","1999","2004",NULL,NULL
"822","790","Honda Odyssey I","1994","1999",NULL,NULL
"823","792","Honda Partner II","2005","2010",NULL,NULL
"824","792","Honda Partner I","1996","2004",NULL,NULL
"825","793","Honda Passport II","1998","2002",NULL,NULL
"826","793","Honda Passport I","1993","1998",NULL,NULL
"827","794","Honda Pilot II","2008",NULL,NULL,NULL
"828","794","Honda Pilot I","2002","2008",NULL,NULL
"829","795","Honda Prelude V","1996","2001",NULL,NULL
"830","795","Honda Prelude IV","1992","1996",NULL,NULL
"831","795","Honda Prelude III","1986","1992",NULL,NULL
"832","795","Honda Prelude II","1983","1987",NULL,NULL
"833","795","Honda Prelude I","1978","1982",NULL,NULL
"834","801","Honda Saber II","1995","2003",NULL,NULL
"835","801","Honda Saber I","1995","1998",NULL,NULL
"836","803","Honda Stepwgn IV","2009",NULL,NULL,NULL
"837","803","Honda Stepwgn III","2005","2009",NULL,NULL
"838","803","Honda Stepwgn II","1998","2005",NULL,NULL
"839","803","Honda Stepwgn I","1996","2001",NULL,NULL
"840","804","Honda Stream II","2006",NULL,NULL,NULL
"841","804","Honda Stream I","2000","2006",NULL,NULL
"844","818","Hyundai Accent IV","2010",NULL,NULL,NULL
"845","818","Hyundai Accent III","2006","2011",NULL,NULL
"846","818","Hyundai Accent II","1999","2012",NULL,NULL
"847","818","Hyundai Accent I","1994","2000",NULL,NULL
"848","820","Hyundai Avante V","2010",NULL,NULL,NULL
"849","820","Hyundai Avante IV","2006","2010",NULL,NULL
"850","820","Hyundai Avante III","2000","2006",NULL,NULL
"851","820","Hyundai Avante II","1995","2000",NULL,NULL
"852","822","Hyundai Coupe II (GK)","2001","2009",NULL,NULL
"853","822","Hyundai Coupe I Рестайлинг (RD2)","1999","2002",NULL,NULL
"854","822","Hyundai Coupe I (RD)","1996","1999",NULL,NULL
"855","824","Hyundai Elantra V (MD)","2010",NULL,NULL,NULL
"856","824","Hyundai Elantra IV (HD)","2006","2010",NULL,NULL
"857","824","Hyundai Elantra III (XD)","2000","2010",NULL,NULL
"858","824","Hyundai Elantra II (J2, J3)","1995","2000",NULL,NULL
"859","824","Hyundai Elantra I (J1)","1990","1995",NULL,NULL
"860","825","Hyundai Equus I","2009","2013",NULL,NULL
"861","826","Hyundai Excel II","1989","1998",NULL,NULL
"862","826","Hyundai Excel I","1985","1989",NULL,NULL
"864","828","Hyundai Genesis II","2014",NULL,NULL,NULL
"865","828","Hyundai Genesis I","2008","2014",NULL,NULL
"867","831","Hyundai Grandeur V","2011",NULL,NULL,NULL
"868","831","Hyundai Grandeur IV","2005","2011",NULL,NULL
"869","831","Hyundai Grandeur III","1998","2005",NULL,NULL
"870","831","Hyundai Grandeur II","1992","1998",NULL,NULL
"871","831","Hyundai Grandeur I","1986","1992",NULL,NULL
"872","832","Hyundai i10 II","2013",NULL,NULL,NULL
"873","832","Hyundai i10 I","2008",NULL,NULL,NULL
"875","834","Hyundai i30 II","2011",NULL,NULL,NULL
"876","834","Hyundai i30 I","2007","2011",NULL,NULL
"878","839","Hyundai Lantra II","1995","2000",NULL,NULL
"879","839","Hyundai Lantra I","1990","1995",NULL,NULL
"880","844","Hyundai Pony II","1982","1995",NULL,NULL
"881","844","Hyundai Pony I","1975","1982",NULL,NULL
"882","845","Hyundai Santa Fe III","2012",NULL,NULL,NULL
"883","845","Hyundai Santa Fe II","2006","2012",NULL,NULL
"884","845","Hyundai Santa Fe I","2000","2012",NULL,NULL
"885","848","Hyundai Solaris I Рестайлинг","2014",NULL,NULL,NULL
"886","848","Hyundai Solaris I","2011","2014",NULL,NULL
"887","849","Hyundai Sonata VI (YF)","2010",NULL,NULL,NULL
"888","849","Hyundai Sonata V (NF)","2004","2010",NULL,NULL
"889","849","Hyundai Sonata IV (EF) Рестайлинг","2001","2012",NULL,NULL
"890","849","Hyundai Sonata IV (EF)","1998","2001",NULL,NULL
"891","849","Hyundai Sonata III Рестайлинг","1996","1998",NULL,NULL
"892","849","Hyundai Sonata III","1993","1996",NULL,NULL
"893","849","Hyundai Sonata II","1988","1993",NULL,NULL
"894","850","Hyundai Starex (H-1) II","2007",NULL,NULL,NULL
"895","850","Hyundai Starex (H-1) I","1997","2007",NULL,NULL
"896","853","Hyundai Tiburon II","2002","2009",NULL,NULL
"897","853","Hyundai Tiburon I","1996","2002",NULL,NULL
"898","855","Hyundai Tucson II","2009",NULL,NULL,NULL
"899","855","Hyundai Tucson I","2004","2009",NULL,NULL
"900","859","Hyundai Verna III","2006","2009",NULL,NULL
"901","859","Hyundai Verna II","1999","2005",NULL,NULL
"902","862","Infiniti FX II Рестайлинг","2012","2013",NULL,NULL
"903","862","Infiniti FX II","2008","2012",NULL,NULL
"904","862","Infiniti FX I","2003","2009",NULL,NULL
"905","863","Infiniti G IV","2006","2013",NULL,NULL
"906","863","Infiniti G III","2002","2007",NULL,NULL
"907","863","Infiniti G II","1999","2002",NULL,NULL
"908","863","Infiniti G I","1991","1996",NULL,NULL
"909","864","Infiniti I II","2000","2004",NULL,NULL
"910","864","Infiniti I I","1995","1999",NULL,NULL
"911","867","Infiniti M IV","2010","2014",NULL,NULL
"912","867","Infiniti M III","2005","2010",NULL,NULL
"913","867","Infiniti M II","2002","2004",NULL,NULL
"914","867","Infiniti M I","1989","1993",NULL,NULL
"915","868","Infiniti Q III","2001","2006",NULL,NULL
"916","868","Infiniti Q II","1996","2001",NULL,NULL
"917","868","Infiniti Q I","1989","1996",NULL,NULL
"918","871","Infiniti QX III","2010","2013",NULL,NULL
"919","871","Infiniti QX II","2004","2010",NULL,NULL
"920","871","Infiniti QX I","1997","2003",NULL,NULL
"921","875","Infiniti QX80 I Рестайлинг","2014",NULL,NULL,NULL
"922","875","Infiniti QX80 I","2013","2014",NULL,NULL
"925","886","Isuzu Amigo II","1998","2000",NULL,NULL
"926","886","Isuzu Amigo I","1989","1994",NULL,NULL
"927","888","Isuzu Aska IV","1997","2001",NULL,NULL
"928","888","Isuzu Aska III","1994","1997",NULL,NULL
"929","888","Isuzu Aska II","1990","1993",NULL,NULL
"930","888","Isuzu Aska I","1983","1989",NULL,NULL
"931","890","Isuzu Bighorn II","1992","2002",NULL,NULL
"932","890","Isuzu Bighorn I","1981","1991",NULL,NULL
"933","891","Isuzu D-Max II","2011",NULL,NULL,NULL
"934","891","Isuzu D-Max I Рестайлинг","2008",NULL,NULL,NULL
"935","891","Isuzu D-Max I","2002","2008",NULL,NULL
"936","892","Isuzu Gemini V","1997","2000",NULL,NULL
"937","892","Isuzu Gemini IV","1993","1996",NULL,NULL
"938","892","Isuzu Gemini III","1990","1993",NULL,NULL
"939","892","Isuzu Gemini II","1985","1990",NULL,NULL
"940","892","Isuzu Gemini I","1974","1984",NULL,NULL
"941","893","Isuzu Impulse II","1990","1993",NULL,NULL
"942","893","Isuzu Impulse I","1983","1990",NULL,NULL
"944","895","Isuzu Mu II","2001","2004",NULL,NULL
"945","895","Isuzu Mu I","1989","1998",NULL,NULL
"946","897","Isuzu Piazza II","1990","1993",NULL,NULL
"947","897","Isuzu Piazza I","1980","1990",NULL,NULL
"948","898","Isuzu Rodeo II","1998","2004",NULL,NULL
"949","898","Isuzu Rodeo I","1989","2000",NULL,NULL
"951","901","Isuzu Trooper II","1992","2002",NULL,NULL
"952","901","Isuzu Trooper I","1981","1991",NULL,NULL
"953","903","Isuzu Wizard II","1998","2004",NULL,NULL
"954","903","Isuzu Wizard I","1990","1998",NULL,NULL
"956","911","JAC S1 (Rein) I Рестайлинг","2011",NULL,NULL,NULL
"957","911","JAC S1 (Rein) I","2007","2011",NULL,NULL
"958","913","Jaguar E-type 2+2 Series 3","1971","1975",NULL,NULL
"959","913","Jaguar E-type 2+2 Series 2","1968","1971",NULL,NULL
"960","913","Jaguar E-type 2+2 Series 1","1966","1968",NULL,NULL
"961","914","Jaguar E-type Series 3","1971","1975",NULL,NULL
"962","914","Jaguar E-type Series 2","1968","1971",NULL,NULL
"963","914","Jaguar E-type Series 1","1961","1968",NULL,NULL
"966","918","Jaguar XF I Рестайлинг","2011",NULL,NULL,NULL
"967","918","Jaguar XF I","2007","2011",NULL,NULL
"968","919","Jaguar XJ IV (X351)","2009",NULL,NULL,NULL
"969","919","Jaguar XJ III (X350/X358)","2003","2009",NULL,NULL
"970","919","Jaguar XJ II (X308)","1997","2003",NULL,NULL
"971","919","Jaguar XJ II (X300)","1994","1997",NULL,NULL
"972","919","Jaguar XJ II (XJ40)","1986","1994",NULL,NULL
"973","919","Jaguar XJ I (Series 3)","1979","1992",NULL,NULL
"974","919","Jaguar XJ I (Series 2)","1973","1986",NULL,NULL
"975","919","Jaguar XJ I (Series 1)","1968","1975",NULL,NULL
"976","921","Jaguar XJS Series 3","1990","1996",NULL,NULL
"977","921","Jaguar XJS Series 2","1981","1992",NULL,NULL
"978","921","Jaguar XJS Series 1","1975","1981",NULL,NULL
"979","922","Jaguar XK II","2006","2014",NULL,NULL
"980","922","Jaguar XK I","1996","2006",NULL,NULL
"981","923","Jeep Cherokee V (KL)","2013",NULL,NULL,NULL
"982","923","Jeep Cherokee IV (KK)","2007","2012",NULL,NULL
"983","923","Jeep Cherokee III (KJ)","2001","2008",NULL,NULL
"984","923","Jeep Cherokee II (XJ)","1984","2001",NULL,NULL
"985","926","Jeep Compass I Рестайлинг","2010",NULL,NULL,NULL
"986","926","Jeep Compass I","2006","2010",NULL,NULL
"987","927","Jeep Grand Cherokee IV (WK2) Рестайлинг","2013",NULL,NULL,NULL
"988","927","Jeep Grand Cherokee IV (WK2)","2010","2013",NULL,NULL
"989","927","Jeep Grand Cherokee III (WK)","2004","2010",NULL,NULL
"990","927","Jeep Grand Cherokee II (WJ)","1999","2004",NULL,NULL
"991","927","Jeep Grand Cherokee I (ZJ)","1991","1999",NULL,NULL
"992","929","Jeep Liberty (North America) II","2007","2012",NULL,NULL
"993","929","Jeep Liberty (North America) I","2000","2007",NULL,NULL
"994","931","Jeep Wrangler III (JK)","2006",NULL,NULL,NULL
"995","931","Jeep Wrangler II (TJ)","1997","2006",NULL,NULL
"996","931","Jeep Wrangler I (YJ)","1986","1995",NULL,NULL
"998","937","Kia Carens IV","2013",NULL,NULL,NULL
"999","937","Kia Carens III","2006","2012",NULL,NULL
"1000","937","Kia Carens II","2002","2006",NULL,NULL
"1001","937","Kia Carens I","1999","2002",NULL,NULL
"1002","938","Kia Carnival II","2006",NULL,NULL,NULL
"1003","938","Kia Carnival I Рестайлинг","2002","2006",NULL,NULL
"1004","938","Kia Carnival I","1999","2002",NULL,NULL
"1005","939","Kia Cee'd II","2012",NULL,NULL,NULL
"1006","939","Kia Cee'd I Рестайлинг","2010","2012",NULL,NULL
"1007","939","Kia Cee'd I","2006","2010",NULL,NULL
"1008","940","Kia Cerato III","2013",NULL,NULL,NULL
"1009","940","Kia Cerato II","2009","2013",NULL,NULL
"1010","940","Kia Cerato I","2004","2009",NULL,NULL
"1011","941","Kia Clarus II","1998","2001",NULL,NULL
"1012","941","Kia Clarus I","1996","1998",NULL,NULL
"1013","946","Kia Magentis II Рестайлинг","2008","2010",NULL,NULL
"1014","946","Kia Magentis II","2005","2008",NULL,NULL
"1015","946","Kia Magentis I","2000","2005",NULL,NULL
"1016","949","Kia Optima III Рестайлинг","2013",NULL,NULL,NULL
"1017","949","Kia Optima III","2010","2014",NULL,NULL
"1018","949","Kia Optima II Рестайлинг","2008","2010",NULL,NULL
"1019","949","Kia Optima II","2005","2008",NULL,NULL
"1020","949","Kia Optima I","2000","2005",NULL,NULL
"1021","950","Kia Picanto II","2011",NULL,NULL,NULL
"1022","950","Kia Picanto I","2004","2011",NULL,NULL
"1024","956","Kia Rio III","2011",NULL,NULL,NULL
"1025","956","Kia Rio II","2005","2011",NULL,NULL
"1026","956","Kia Rio I","2000","2005",NULL,NULL
"1027","958","Kia Sephia II","1998","2004",NULL,NULL
"1028","958","Kia Sephia I","1993","1999",NULL,NULL
"1029","959","Kia Shuma II","2001","2004",NULL,NULL
"1030","959","Kia Shuma I","1996","2001",NULL,NULL
"1031","960","Kia Sorento II Рестайлинг","2012",NULL,NULL,NULL
"1032","960","Kia Sorento II","2009","2012",NULL,NULL
